profile_id,profile_name,overall_elo
7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,1510.448174506696
a227ee27-cce6-458c-8465-49ed718d5bd9,ceas,1500.0
7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,1491.0274535741717
