file,match_id,round_number,p1_profile_id,p1_profile_name,p1_character,p2_profile_id,p2_profile_name,p2_character,winner_profile_id,winner_profile_name,p1_score,p2_score,p1_elo_before,p2_elo_before,p1_elo_after,p2_elo_after,p1_char_elo_after,p2_char_elo_after,damage_p1,damage_p2,final_hp_p1,final_hp_p2,max_hp,hp_margin
match_2026-03-12_16-45-54_0aa8d721947e.json,0aa8d721947e,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Fin,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Chiback,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,0.14,0.86,1477.8533177910545,1522.1466822089455,1468.3621232242035,1531.6378767757965,1451.9418723388726,1525.8963565950914,56.0,101.0,0.0,44.0,100.0,0.44
match_2026-03-12_16-46-48_40fc06b7651a.json,40fc06b7651a,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Rager,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Chiback,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,0.885,0.11499999999999999,1468.3621232242035,1531.6378767757965,1483.5642839367279,1516.4357160632721,1515.373849358552,1512.475464554279,85.0,46.0,54.0,0.0,100.0,0.54
match_2026-03-12_16-47-18_ee5b521a633f.json,ee5b521a633f,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Skipler,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Chiback,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,0.8025,0.1975,1483.5642839367279,1516.4357160632721,1494.7535686341303,1505.2464313658697,1519.8434657952612,1502.6838550808502,108.0,79.0,21.0,0.0,100.0,0.21
match_2026-03-12_16-48-19_21ea7daad1b9.json,21ea7daad1b9,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Lupen,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Chiback,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,0.15000000000000002,0.85,1494.7535686341303,1505.2464313658697,1484.036635961707,1515.963364038293,1474.7281570956957,1513.0756979851544,60.0,113.0,0.0,40.0,100.0,0.4
match_2026-03-12_16-49-17_a9ceba08a322.json,a9ceba08a322,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Fin,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Lithra,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,0.17500000000000004,0.825,1484.036635961707,1515.963364038293,1475.102791592331,1524.897208407669,1444.3683564748114,1521.5423977643447,70.0,110.0,0.0,30.0,100.0,0.3
match_2026-03-12_16-49-59_e9808cfa0926.json,e9808cfa0926,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Visvia,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Rager,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,0.8674999999999999,0.13250000000000006,1475.102791592331,1524.897208407669,1489.140336510881,1510.859663489119,1515.9819576992797,1488.443802778744,104.0,53.0,47.0,0.0,100.0,0.47
match_2026-03-12_16-50-32_98a1c92d3291.json,98a1c92d3291,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Visvia,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Steelager,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,0.245,0.755,1489.140336510881,1510.859663489119,1481.9792476034072,1518.0207523965928,1508.3338461341393,1534.7493801685466,98.0,112.0,0.0,2.0,100.0,0.02
match_2026-03-12_16-51-40_0342f37ed132.json,0342f37ed132,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Steelager,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Lithra,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,0.08499999999999996,0.915,1481.9792476034072,1518.0207523965928,1470.3530920852936,1529.6469079147064,1505.8224858615736,1534.704613637033,34.0,111.0,0.0,66.0,100.0,0.66
match_2026-03-12_16-52-22_9059c3298d35.json,9059c3298d35,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Steelager,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Visvia,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,0.24750000000000005,0.7525,1470.3530920852936,1529.6469079147064,1464.977468803693,1535.022531196307,1497.4897203118485,1508.6660605584768,99.0,112.0,0.0,1.0,100.0,0.01
match_2026-03-12_16-53-27_0bc620140520.json,0bc620140520,1,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,Saleaz,Visvia,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,Steelager,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,koutaliaris,0.08499999999999996,0.915,1464.977468803693,1535.022531196307,1454.8801594372565,1545.1198405627435,1496.2679878584922,1546.8152384441937,34.0,102.0,0.0,66.0,100.0,0.66
